eventStart,eventEnd,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventStartLatitude,eventStartLongitude,eventEndLatitude,eventEndLongitude,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios,dv,aggression_score,angle_rate_ratio,curvature,turn_intensity
200868.52,209596.55,4.0,19.456913,8.728032,0.038261317,41.792385,-87.58072,41.79267,-87.58016,1.9554083,12.75314,24.445206,1.7799522,11.055522,96.89333,12.270194,0,11.692065999999999,0.4534367997544298,0.1129343745891574,0.07535684858864912,0.8331092974224793
553140.56,558174.1,4.0,19.401499,5.0335627,0.021278039,40.12581,-75.571815,40.12577,-75.57143,1.2837689,14.025608,24.246206,2.0952542,10.811213,54.810417,50.86468,0,10.220598,0.9050302235133634,0.19371317365358515,0.01928094418012412,0.20845039437243226
360574.22,363905.84,4.0,23.131992,3.3316252,0.019678298,40.134605,-75.591675,40.134743,-75.591354,1.9711232,29.87709,15.633176,2.7379622,8.887235,29.934305,72.812675,0,14.243913999999998,2.342314113981468,0.28729383123364177,0.01354780869274823,0.12040255958749632
795753.3,802577.6,4.0,11.7471285,6.8243127,0.021120349,41.817352,-87.869804,41.817146,-87.86955,16.32653,15.524363,8.92539,1.5103666,12.396622,85.09027,4.033267,0,6.598972999999999,0.3701587104359449,0.14399562226950852,0.19867811502946295,2.462937491692771
169839.3,176028.48,4.0,18.111757,6.189188,0.023956493,41.83234,-87.9559,41.832188,-87.955505,10.714286,16.284922,20.669325,1.6878359,10.243012,63.802315,21.361883,0,4.384402999999999,0.28474752243029877,0.15806552589980777,0.044718953229475354,0.4580567745569548
180984.95,186419.89,4.0,12.034737,5.434938,0.013627608,41.830475,-87.88032,41.830322,-87.88047,9.693877,8.075354,15.166451,1.639431,16.57541,90.74389,8.802436,0,7.0910969999999995,0.559656477840927,0.1806704511875396,0.10201545819834988,1.6909480459755108
460634.44,465514.62,4.0,14.786172,4.8801875,0.016702352,41.822575,-87.87268,41.82246,-87.87242,14.285714,15.009867,16.821789,1.7843238,17.054928,83.90792,3.5934424,0,1.8119219999999991,0.16806788538062617,0.20086380634456713,0.2177016522510438,3.71288600462259
233533.1,237857.81,4.0,7.730864,4.324719,0.009272012,41.821396,-87.8836,41.821476,-87.883705,10.714286,8.970128,6.777928,1.7392617,20.379118,88.94252,3.8607078,0,2.1922000000000006,0.24374927463553855,0.22657935312464003,0.20573135459819247,4.192623551656407
139937.34,144976.2,4.0,12.088422,5.03886,0.014692202,41.821434,-87.874855,41.82144,-87.87513,20.918367,3.4896262,19.908764,2.3221042,17.300926,87.86338,13.187523,0,16.4191378,1.4516165456058754,0.19469128903267013,0.07048446723222933,1.2194465517342246
351477.8,356675.25,4.0,15.632481,5.197438,0.022795886,41.817276,-87.85994,41.817448,-87.86027,13.775511,12.1465845,21.5641,1.9348481,15.466171,80.998085,15.675101,0,9.4175155,0.7947899513743744,0.18861624634282617,0.05996965175803134,0.9275008889001632
519751.75,522687.56,4.0,10.647834,2.9358127,0.008272813,41.86337,-87.88296,41.863453,-87.883026,22.959183,14.54011,10.849157,0.5863757,9.015625,26.825865,15.799534,0,3.6909530000000004,0.7337464240568176,0.32400160785657517,0.05952546064670603,0.5366592311429591
509674.75,516181.16,4.0,17.645725,6.506407,0.0256437,41.863003,-87.88252,41.863316,-87.88277,20.408163,16.978373,10.78205,1.522885,10.519666,68.86257,22.837044,0,6.196323000000001,0.3733552036028577,0.1505765676813779,0.041951510430571846,0.44131587792513205
926020.06,932169.6,4.0,9.3168545,6.149563,0.013175044,41.822575,-87.87265,41.822445,-87.872475,22.959183,14.204568,2.4830034,1.0023252,13.636359,84.39866,5.4770374,0,11.7215646,0.768633312467593,0.15967884039398275,0.15439157414777316,2.105338931654154
860242.9,865360.56,4.0,16.369926,5.1176877,0.016184567,41.823196,-87.88008,41.82311,-87.879814,18.367348,7.4937487,26.530107,2.1342819,16.807732,86.68352,10.38521,0,19.0363583,1.6442702543164622,0.19168632828609072,0.08783325033091177,1.4762777322508764
